Product_ID,Wafer_ID,Lot_ID,Factory,Line,Shift,Process_Mode,Product_Type,Material_Supplier,Chamber_ID,Temperature,Chamber_Pressure,Gas_Flow,Etch_Rate,Chamber_Humidity,Particle_Count,Thickness_Uniformity,Voltage_Stability,Cycle_Time,Defect
CHIP-01974,WAFER-01974,LOT-040,B,L2,Day,Normal,Standard,S3,CH-02,479.68,2.996,116.82,1.585,30.5,17.0,0.8933,0.9633,32.53,0
CHIP-01975,WAFER-01975,LOT-019,C,L2,Day,Normal,Standard,S3,CH-02,472.55,2.343,137.48,1.747,41.71,13.3,0.9534,0.964,37.19,0
CHIP-01976,WAFER-01976,LOT-004,A,L1,Night,Normal,Standard,S3,CH-02,485.58,,,1.594,31.12,11.6,0.9055,0.9526,29.74,0
CHIP-01977,WAFER-01977,LOT-020,B,L3,Night,Normal,Advanced,S2,CH-02,501.02,2.84,124.68,1.658,39.28,20.5,0.9227,0.9774,34.45,0
CHIP-01978,WAFER-01978,LOT-024,B,L2,Day,Normal,Standard,S1,CH-02,477.87,2.737,108.8,1.547,36.48,25.9,0.9398,0.9812,35.48,0
CHIP-01979,WAFER-01979,LOT-037,A,L1,Day,Normal,Standard,S2,CH-02,482.88,3.173,122.71,1.246,39.15,24.7,0.9287,0.9891,33.1,0
CHIP-01980,WAFER-01980,LOT-024,C,L3,Day,Normal,Premium,S2,CH-02,474.25,2.326,,1.588,43.6,16.3,,0.9827,29.21,0
CHIP-01981,WAFER-01981,LOT-006,A,L1,Day,Normal,Standard,S1,CH-03,489.97,2.6,116.65,1.375,38.47,25.6,0.9392,0.9717,26.38,0
CHIP-01982,WAFER-01982,LOT-015,C,L2,Day,Normal,Premium,S1,CH-02,484.12,2.704,122.15,1.607,44.93,22.1,0.9468,0.9657,23.63,0
CHIP-01983,WAFER-01983,LOT-009,C,L2,Night,High_Speed,Advanced,S1,CH-01,489.75,2.287,111.89,1.366,48.35,19.7,0.9505,0.9564,31.37,0
CHIP-01984,WAFER-01984,LOT-028,A,L2,Day,High_Speed,Advanced,S2,CH-03,483.35,2.144,122.75,1.433,41.33,21.5,0.9448,0.9572,29.96,0
CHIP-01985,WAFER-01985,LOT-023,C,L3,Day,Normal,Advanced,S3,CH-01,458.03,2.587,110.62,1.549,35.58,16.1,0.9213,0.9857,31.37,0
CHIP-01986,WAFER-01986,LOT-038,A,L1,Day,High_Speed,Advanced,S2,CH-04,494.54,2.875,128.08,1.704,29.85,5.5,0.9113,0.9962,36.06,0
CHIP-01987,WAFER-01987,LOT-008,A,L2,Day,Normal,Standard,S3,CH-03,478.97,2.617,128.28,1.651,,25.6,0.9552,0.9549,29.06,1
CHIP-01988,WAFER-01988,LOT-003,A,L1,Day,High_Speed,Standard,S1,CH-04,471.02,2.522,112.33,1.63,44.39,21.7,0.9283,0.9645,33.58,0
CHIP-01989,WAFER-01989,LOT-021,C,L3,Night,High_Speed,Standard,S1,CH-01,481.3,2.53,123.71,1.488,,21.8,0.9638,0.9606,34.55,0
CHIP-01990,WAFER-01990,LOT-023,C,L1,Day,Normal,Advanced,S1,CH-02,467.29,2.434,130.46,1.523,44.58,21.5,0.9201,0.9715,26.46,0
CHIP-01991,WAFER-01991,LOT-007,A,L2,Day,Normal,Standard,S2,CH-01,492.31,2.785,119.32,1.497,35.43,22.3,0.9252,0.9965,26.86,0
CHIP-01992,WAFER-01992,LOT-018,B,L2,Day,High_Speed,Advanced,S3,CH-01,480.24,2.846,,1.369,34.37,17.5,0.953,0.9568,28.36,0
CHIP-01993,WAFER-01993,LOT-001,C,L3,Day,Normal,Advanced,S1,CH-03,480.62,2.637,124.64,1.57,36.47,19.3,0.9432,0.9685,29.31,0
CHIP-01994,WAFER-01994,LOT-008,B,L3,Night,Normal,Advanced,S3,CH-04,473.73,2.511,,1.598,37.31,12.9,0.9043,0.9549,32.82,0
CHIP-01995,WAFER-01995,LOT-007,A,L2,Night,High_Speed,Standard,S3,CH-02,496.9,2.443,132.06,1.442,30.07,20.1,0.936,0.9668,31.81,0
CHIP-01996,WAFER-01996,LOT-021,B,L3,Night,Normal,Advanced,S2,CH-01,477.04,2.61,117.59,1.906,40.23,12.4,0.9683,0.9854,28.82,0
CHIP-01997,WAFER-01997,LOT-040,B,L3,Day,Normal,Standard,S2,CH-02,509.71,2.52,124.73,1.526,30.83,7.5,0.9316,0.9724,32.69,0
CHIP-01998,WAFER-01998,LOT-027,A,L3,Day,Normal,Advanced,S2,CH-01,474.04,2.548,115.9,1.631,32.95,19.7,0.9177,0.9589,21.89,0
CHIP-01999,WAFER-01999,LOT-028,B,L1,Day,High_Speed,Premium,S2,CH-01,486.11,2.239,120.67,1.467,33.36,10.6,0.938,0.9625,26.23,0
CHIP-02000,WAFER-02000,LOT-026,C,L1,Day,Normal,Advanced,S2,CH-03,483.54,2.413,112.2,1.499,32.66,21.3,0.9671,0.9711,35.37,0
CHIP-02001,WAFER-02001,LOT-027,B,L2,Day,High_Speed,Standard,S2,CH-01,490.33,2.584,113.38,1.601,37.19,23.1,0.9654,0.98,28.08,0
CHIP-02002,WAFER-02002,LOT-038,A,L1,Night,Normal,Advanced,S2,CH-03,497.38,2.508,107.34,1.666,28.27,18.8,0.9204,0.9602,36.88,0
CHIP-02003,WAFER-02003,LOT-018,C,L3,Night,Normal,Standard,S2,CH-02,471.91,2.59,122.39,1.626,36.95,26.9,0.9235,0.9547,34.31,0
CHIP-02004,WAFER-02004,LOT-026,B,L1,Night,Normal,Advanced,S1,CH-03,469.0,2.355,128.02,1.538,45.33,26.1,0.9076,0.9613,33.07,0
CHIP-02005,WAFER-02005,LOT-018,C,L3,Day,Normal,Standard,S2,CH-01,461.77,2.608,116.24,1.314,43.2,18.7,0.9209,,28.27,0
CHIP-02006,WAFER-02006,LOT-021,A,L1,Night,Normal,Standard,S3,CH-01,487.16,2.752,113.7,1.504,,22.5,0.9259,0.9641,36.98,0
CHIP-02007,WAFER-02007,LOT-018,B,L3,Day,Normal,Premium,S3,CH-04,474.58,2.333,122.67,1.417,48.63,9.5,0.8989,0.9731,28.44,0
CHIP-02008,WAFER-02008,LOT-027,B,L2,Night,Normal,Standard,S2,CH-04,467.02,2.373,107.68,1.58,33.52,25.9,0.9447,0.9772,29.76,0
CHIP-02009,WAFER-02009,LOT-003,A,L1,Day,Normal,Standard,S1,CH-01,487.32,2.556,121.57,1.63,31.04,22.2,0.9517,0.9567,27.61,0
CHIP-02010,WAFER-02010,LOT-010,B,L2,Night,Normal,Standard,S1,CH-02,471.15,2.562,119.19,1.434,33.74,19.5,0.9327,0.9728,31.92,0
CHIP-02011,WAFER-02011,LOT-026,B,L2,Day,High_Speed,Standard,S1,CH-03,479.54,2.383,127.38,1.653,30.87,22.5,0.9519,0.9873,27.56,0
CHIP-02012,WAFER-02012,LOT-003,B,L3,Night,High_Speed,Advanced,S1,CH-04,479.49,2.448,124.57,1.69,38.74,15.4,0.9453,0.9621,32.6,0
CHIP-02013,WAFER-02013,LOT-002,B,L2,Day,Normal,Advanced,S2,CH-01,496.27,2.788,109.28,1.584,30.36,14.6,0.9694,0.9502,30.61,0
CHIP-02014,WAFER-02014,LOT-017,C,L2,Day,High_Speed,Premium,S2,CH-02,481.3,2.65,105.44,1.664,37.39,21.5,0.9212,0.9746,30.08,0
CHIP-02015,WAFER-02015,LOT-028,B,L1,Day,Normal,Standard,S2,CH-01,471.59,2.097,116.51,1.519,33.22,10.5,0.9596,0.9865,26.85,0
CHIP-02016,WAFER-02016,LOT-023,C,L3,Day,High_Speed,Standard,S1,CH-02,461.43,2.299,,1.655,36.84,26.7,0.9283,0.9788,29.0,0
CHIP-02017,WAFER-02017,LOT-007,C,L1,Day,High_Speed,Advanced,S2,CH-02,488.16,,121.85,1.668,32.62,16.3,0.9317,0.9833,29.75,0
CHIP-02018,WAFER-02018,LOT-023,C,L3,Night,Normal,Premium,S2,CH-03,512.99,2.704,130.27,1.576,29.31,19.3,0.9396,0.9668,31.18,0
CHIP-02019,WAFER-02019,LOT-024,A,L2,Day,High_Speed,Advanced,S2,CH-03,458.43,2.094,116.04,1.504,40.4,17.2,0.9182,0.9928,33.76,0
CHIP-02020,WAFER-02020,LOT-003,C,L3,Night,Normal,Premium,S3,CH-03,497.1,,123.04,1.603,35.34,18.7,0.9375,0.9753,23.84,0
CHIP-02021,WAFER-02021,LOT-037,A,L3,Day,High_Speed,Advanced,S1,CH-01,488.24,2.77,127.89,1.52,36.47,20.4,0.9588,0.9701,32.55,0
CHIP-02022,WAFER-02022,LOT-037,B,L1,Night,Normal,Standard,S2,CH-01,476.19,2.224,110.03,1.676,31.78,16.3,0.9655,0.985,25.34,0
CHIP-02023,WAFER-02023,LOT-035,C,L1,Night,Normal,Premium,S1,CH-02,490.19,2.242,123.41,1.492,36.33,24.7,0.9445,0.9709,35.15,0
CHIP-02024,WAFER-02024,LOT-014,A,L1,Day,High_Speed,Premium,S3,CH-04,496.49,2.423,,1.705,38.28,18.1,0.9368,0.9769,32.73,0
CHIP-02025,WAFER-02025,LOT-028,A,L1,Night,High_Speed,Standard,S2,CH-01,474.87,2.986,119.46,1.509,35.01,14.4,0.9204,0.9837,30.74,0
CHIP-02026,WAFER-02026,LOT-034,A,L1,Night,Normal,Standard,S3,CH-03,494.68,2.718,125.18,1.53,42.13,16.3,0.9367,0.9562,32.71,0
CHIP-02027,WAFER-02027,LOT-022,C,L3,Day,Normal,Premium,S1,CH-03,482.82,2.609,111.54,1.522,29.39,17.2,0.9321,0.9912,29.1,0
CHIP-02028,WAFER-02028,LOT-032,B,L2,Day,Normal,Advanced,S2,CH-03,477.23,2.0,126.84,1.53,48.03,19.4,0.968,0.984,34.54,0
CHIP-02029,WAFER-02029,LOT-036,C,L2,Night,Normal,Standard,S1,CH-01,499.18,2.598,126.24,1.417,40.72,13.5,0.9632,0.9779,29.83,0
CHIP-02030,WAFER-02030,LOT-024,A,L2,Night,Normal,Standard,S1,CH-02,477.87,2.737,108.8,1.547,36.48,25.9,0.9398,0.9812,35.48,0
CHIP-02031,WAFER-02031,LOT-040,A,L1,Day,High_Speed,Advanced,S1,CH-01,485.05,2.304,128.18,1.452,44.95,16.5,0.9211,0.9817,35.19,0
CHIP-02032,WAFER-02032,LOT-038,A,L2,Day,Normal,Advanced,S2,CH-03,466.28,2.702,114.36,1.632,33.39,19.8,0.9188,0.9638,31.19,0
CHIP-02033,WAFER-02033,LOT-028,C,L1,Day,Normal,Premium,S1,CH-03,496.61,2.815,121.01,1.68,33.88,24.0,0.9377,0.9745,32.45,0
CHIP-02034,WAFER-02034,LOT-022,A,L3,Day,Normal,Premium,S1,CH-03,493.73,2.631,121.2,1.693,45.2,18.6,0.9478,0.9808,26.48,0
CHIP-02035,WAFER-02035,LOT-014,C,L3,Day,Normal,Advanced,S2,CH-02,512.87,2.593,125.85,1.564,33.14,11.5,0.9209,0.9591,34.86,0
CHIP-02036,WAFER-02036,LOT-008,B,L1,Night,Normal,Advanced,S3,CH-04,480.93,2.31,112.31,1.704,40.01,27.6,0.9401,0.9558,29.2,1
CHIP-02037,WAFER-02037,LOT-031,C,L3,Night,Normal,Standard,S2,CH-01,490.63,2.716,118.95,1.395,32.18,18.3,0.948,0.9803,34.91,0
CHIP-02038,WAFER-02038,LOT-018,B,L2,Day,Normal,Advanced,S3,CH-03,477.69,2.724,117.78,1.742,41.68,18.0,0.9269,0.9763,32.66,1
CHIP-02039,WAFER-02039,LOT-026,B,L1,Day,Normal,Premium,S2,CH-01,486.22,2.35,124.22,1.623,26.83,25.7,0.9563,0.9653,31.2,0
CHIP-02040,WAFER-02040,LOT-032,A,L1,Day,Normal,Advanced,S1,CH-02,460.52,2.453,112.91,1.373,34.7,17.7,0.9429,0.9767,36.32,0
CHIP-02041,WAFER-02041,LOT-011,B,L1,Night,Normal,Advanced,S2,CH-04,484.61,2.857,114.96,1.498,44.24,19.0,0.9052,0.9683,29.89,0
CHIP-02042,WAFER-02042,LOT-016,B,L3,Night,Normal,Standard,S1,CH-01,480.13,2.578,,1.576,37.34,14.2,0.9715,0.9652,32.79,0
CHIP-02043,WAFER-02043,LOT-022,A,L3,Night,Normal,Standard,S1,CH-04,486.66,2.598,122.01,1.532,37.81,19.1,0.9248,0.9684,31.32,0
CHIP-02044,WAFER-02044,LOT-014,C,L3,Night,High_Speed,Premium,S3,CH-04,469.74,2.389,118.6,1.579,36.48,21.0,,0.9634,34.86,0
CHIP-02045,WAFER-02045,LOT-012,A,L1,Day,Normal,Standard,S3,CH-01,477.49,2.317,122.83,1.723,27.33,17.0,0.9319,0.9822,26.81,0
CHIP-02046,WAFER-02046,LOT-005,A,L1,Day,Normal,Standard,S2,CH-04,470.84,2.741,123.09,1.401,47.54,31.7,0.935,0.9636,30.38,0
CHIP-02047,WAFER-02047,LOT-025,B,L2,Night,Normal,Premium,S2,CH-04,471.92,2.364,,1.612,44.94,31.1,0.909,0.9668,29.01,0
CHIP-02048,WAFER-02048,LOT-002,B,L1,Night,Normal,Standard,S2,CH-03,491.62,2.146,110.8,1.425,41.44,13.9,0.935,0.9729,31.83,0
CHIP-02049,WAFER-02049,LOT-028,A,L2,Night,Normal,Standard,S2,CH-03,483.35,2.144,122.75,1.433,41.33,21.5,0.9448,0.9572,29.96,0
CHIP-02050,WAFER-02050,LOT-037,C,L1,Night,Normal,Advanced,S2,CH-01,476.19,2.224,110.03,1.676,31.78,16.3,0.9655,0.985,25.34,0
CHIP-02051,WAFER-02051,LOT-022,A,L1,Day,Normal,Standard,S3,CH-02,471.03,,115.02,1.377,48.16,18.5,0.9188,0.9672,35.11,0
CHIP-02052,WAFER-02052,LOT-035,B,L2,Day,High_Speed,Standard,S1,CH-02,477.26,2.381,123.55,1.65,39.77,22.0,0.8937,0.9786,28.1,0
CHIP-02053,WAFER-02053,LOT-013,A,L1,Night,Normal,Standard,S2,CH-01,507.83,2.473,115.55,1.64,40.75,18.9,0.9425,0.9695,31.29,0
CHIP-02054,WAFER-02054,LOT-006,A,L2,Day,Normal,Standard,S2,CH-03,486.06,2.489,129.03,1.515,38.95,25.2,0.9132,0.9837,29.1,0
CHIP-02055,WAFER-02055,LOT-023,B,L3,Day,High_Speed,Advanced,S3,CH-03,479.42,2.5,113.32,1.48,33.3,15.6,0.9831,0.9966,29.59,0
CHIP-02056,WAFER-02056,LOT-031,C,L3,Night,Normal,Advanced,S3,CH-01,474.66,2.639,113.5,1.743,48.15,27.5,0.9193,0.9946,31.69,0
CHIP-02057,WAFER-02057,LOT-032,B,L3,Day,Normal,Premium,S3,CH-03,475.29,2.211,119.95,1.581,39.56,18.0,0.94,0.9892,36.99,0
CHIP-02058,WAFER-02058,LOT-016,A,L2,Night,High_Speed,Standard,S1,CH-01,498.5,2.618,118.56,1.645,31.28,15.5,0.9361,0.9707,31.06,0
CHIP-02059,WAFER-02059,LOT-005,A,L2,Day,Normal,Advanced,S2,CH-02,466.93,2.717,123.05,1.688,30.32,16.3,0.9448,0.9772,28.93,0
CHIP-02060,WAFER-02060,LOT-040,C,L3,Night,Normal,Premium,S1,CH-03,506.28,2.067,122.69,1.488,41.21,23.3,0.9499,0.9669,27.2,0
CHIP-02061,WAFER-02061,LOT-005,A,L3,Night,High_Speed,Standard,S2,CH-01,487.94,2.555,135.38,1.558,37.98,21.6,0.9552,0.9705,38.62,0
CHIP-02062,WAFER-02062,LOT-009,B,L2,Day,Normal,Standard,S1,CH-04,478.61,2.303,123.77,1.515,21.69,20.9,0.9474,0.9471,32.61,0
CHIP-02063,WAFER-02063,LOT-030,A,L2,Night,Normal,Premium,S2,CH-03,520.17,2.546,119.27,1.729,33.8,9.6,0.9318,0.9614,35.88,0
CHIP-02064,WAFER-02064,LOT-019,A,L1,Night,Normal,Standard,S2,CH-02,474.51,2.512,118.91,1.473,40.74,20.1,0.9241,0.9613,29.65,0
CHIP-02065,WAFER-02065,LOT-004,A,L2,Night,Normal,Advanced,S1,CH-03,480.04,2.632,130.62,1.569,35.59,20.3,0.9162,0.9616,29.34,0
CHIP-02066,WAFER-02066,LOT-031,A,L1,Night,High_Speed,Advanced,S3,CH-01,471.62,2.349,134.1,1.575,34.3,20.3,0.9373,0.9605,26.94,1
CHIP-02067,WAFER-02067,LOT-004,B,L3,Day,High_Speed,Premium,S2,CH-03,502.47,2.437,127.96,1.634,37.69,25.5,0.9162,0.9607,33.74,0
CHIP-02068,WAFER-02068,LOT-018,B,L2,Day,High_Speed,Advanced,S1,CH-01,490.49,2.297,106.57,1.69,39.69,22.0,0.9362,0.9494,27.87,0
CHIP-02069,WAFER-02069,LOT-032,C,L2,Day,Normal,Advanced,S1,CH-03,489.05,2.627,129.58,1.496,38.04,21.2,0.9279,0.9707,27.63,0
CHIP-02070,WAFER-02070,LOT-010,A,L2,Night,High_Speed,Standard,S2,CH-04,484.29,2.847,119.82,1.618,42.58,21.6,0.9145,0.9608,29.2,1
CHIP-02071,WAFER-02071,LOT-016,B,L3,Day,Normal,Advanced,S1,CH-04,471.39,2.324,119.3,1.696,38.41,15.9,0.9644,0.9524,28.6,0
CHIP-02072,WAFER-02072,LOT-040,B,L3,Day,Normal,Standard,S3,CH-02,496.05,2.042,126.78,1.5,40.04,24.1,0.9377,0.9709,31.55,0
CHIP-02073,WAFER-02073,LOT-004,A,L2,Night,High_Speed,Premium,S1,CH-02,477.77,,112.75,1.486,34.61,31.7,0.952,0.9601,35.52,0
CHIP-02074,WAFER-02074,LOT-024,A,L1,Night,High_Speed,Advanced,S1,CH-02,477.87,2.737,108.8,1.547,36.48,25.9,0.9398,0.9812,35.48,0
CHIP-02075,WAFER-02075,LOT-008,A,L3,Night,Normal,Standard,S2,CH-01,485.4,2.438,,1.452,33.97,20.0,0.9294,0.9766,29.68,0
CHIP-02076,WAFER-02076,LOT-012,A,L3,Day,Normal,Standard,S2,CH-04,480.78,2.403,115.83,1.54,,22.2,0.9569,0.978,31.76,0
CHIP-02077,WAFER-02077,LOT-022,B,L3,Night,Normal,Premium,S1,CH-04,464.22,2.203,123.73,1.509,29.16,20.0,0.9481,0.991,30.14,0
CHIP-02078,WAFER-02078,LOT-028,A,L2,Night,Normal,Standard,S1,CH-03,480.24,2.409,122.02,1.437,37.88,21.2,0.9626,0.9716,33.83,0
CHIP-02079,WAFER-02079,LOT-005,B,L1,Day,Normal,Standard,S2,CH-04,469.9,2.413,115.4,1.543,22.91,15.7,0.9339,0.9665,29.65,0
CHIP-02080,WAFER-02080,LOT-023,B,L3,Day,Normal,Standard,S3,CH-04,469.75,2.387,119.04,1.629,39.68,23.1,0.9179,0.9698,30.68,0
CHIP-02081,WAFER-02081,LOT-002,B,L1,Night,Normal,Standard,S1,CH-01,478.49,2.672,119.8,1.709,38.54,25.7,0.9218,0.9807,29.91,0
CHIP-02082,WAFER-02082,LOT-033,A,L1,Day,Normal,Standard,S3,CH-04,482.75,2.737,118.3,1.626,34.24,17.1,0.9226,0.9605,28.59,0
CHIP-02083,WAFER-02083,LOT-034,B,L2,Night,High_Speed,Advanced,S3,CH-02,503.84,2.488,115.59,1.594,30.34,16.9,0.9347,0.9724,34.43,0
CHIP-02084,WAFER-02084,LOT-032,B,L2,Day,Normal,Advanced,S2,CH-02,471.01,2.173,115.13,1.563,40.93,17.2,0.9649,0.9912,32.62,0
CHIP-02085,WAFER-02085,LOT-002,C,L3,Day,Normal,Standard,S2,CH-03,486.19,1.527,120.01,1.404,46.7,22.5,0.9606,0.9911,31.07,0
CHIP-02086,WAFER-02086,LOT-006,A,L2,Day,Normal,Standard,S1,CH-02,468.81,2.492,135.36,1.487,40.72,20.5,,0.9615,26.15,0
CHIP-02087,WAFER-02087,LOT-008,A,L1,Night,Normal,Standard,S1,CH-01,482.48,2.477,120.88,1.787,37.37,19.1,0.9216,0.9796,31.68,0
CHIP-02088,WAFER-02088,LOT-016,C,L3,Day,High_Speed,Premium,S1,CH-01,483.85,2.562,,1.503,41.41,18.0,0.9194,0.9883,29.04,0
CHIP-02089,WAFER-02089,LOT-016,A,L3,Night,Normal,Standard,S2,CH-02,483.59,2.224,109.69,1.509,42.79,22.8,0.9255,0.9677,24.17,1
CHIP-02090,WAFER-02090,LOT-001,A,L3,Day,High_Speed,Premium,S1,CH-02,469.29,2.46,117.07,1.691,32.99,27.2,0.9187,0.9735,27.9,0
CHIP-02091,WAFER-02091,LOT-016,C,L1,Night,Normal,Premium,S1,CH-01,478.71,2.613,124.51,1.631,50.07,15.0,0.9426,0.9886,25.86,0
CHIP-02092,WAFER-02092,LOT-021,B,L2,Day,Normal,Advanced,,CH-01,486.21,2.353,128.28,1.66,41.48,18.5,0.9376,0.9665,30.57,0
CHIP-02093,WAFER-02093,LOT-005,B,L1,Day,Normal,Advanced,S3,CH-02,485.54,2.366,123.32,1.579,39.39,18.8,0.9055,0.9544,27.51,0
CHIP-02094,WAFER-02094,LOT-030,A,L2,Night,Normal,Advanced,S2,CH-02,473.06,2.303,121.84,1.525,34.81,17.9,0.921,0.9835,36.09,0
CHIP-02095,WAFER-02095,LOT-030,A,L2,Day,Normal,Standard,S1,CH-01,492.04,2.168,128.45,1.423,35.89,28.3,0.9521,0.9583,26.24,0
CHIP-02096,WAFER-02096,LOT-007,A,L2,Day,Normal,Advanced,S1,CH-04,469.32,2.387,122.77,1.496,40.26,18.2,,0.9791,30.55,0
CHIP-02097,WAFER-02097,LOT-029,C,L1,Day,Normal,Premium,S2,CH-01,482.05,2.183,128.86,1.571,46.12,28.9,0.9457,0.9954,37.12,0
CHIP-02098,WAFER-02098,LOT-021,B,L3,Night,Normal,Premium,,CH-01,487.0,2.67,122.67,1.691,39.33,18.5,0.9023,0.9666,35.0,1
CHIP-02099,WAFER-02099,LOT-028,B,L3,Night,Normal,Advanced,S2,CH-03,483.35,2.144,122.75,1.433,41.33,21.5,0.9448,0.9572,29.96,0
CHIP-02100,WAFER-02100,LOT-039,C,L2,Night,Normal,Premium,S3,CH-02,454.06,2.527,127.02,1.502,30.91,17.0,0.956,0.9722,32.57,0
CHIP-02101,WAFER-02101,LOT-007,C,L1,Day,Normal,Advanced,,CH-03,491.54,2.445,,1.576,41.26,19.8,0.9658,0.9664,94.03,0
CHIP-02102,WAFER-02102,LOT-013,A,L2,Day,Normal,Standard,S2,CH-01,463.32,2.222,117.82,1.591,38.38,12.8,0.9363,0.997,34.23,0
CHIP-02103,WAFER-02103,LOT-022,B,L3,Day,Normal,Advanced,S3,CH-02,471.03,,115.02,1.377,48.16,18.5,0.9188,0.9672,35.11,0
CHIP-02104,WAFER-02104,LOT-021,B,L2,Night,Normal,Premium,S3,CH-01,487.16,2.752,113.7,1.504,,22.5,0.9259,0.9641,36.98,0
CHIP-02105,WAFER-02105,LOT-020,C,L3,Day,Normal,Premium,S1,CH-01,476.67,2.267,115.81,1.6,42.27,18.3,0.9398,0.9902,34.24,1
CHIP-02106,WAFER-02106,LOT-030,C,L1,Day,Normal,Premium,S2,CH-04,476.65,2.794,114.82,1.495,39.04,16.5,0.9269,0.9542,99.27,0
CHIP-02107,WAFER-02107,LOT-029,C,L2,Day,Normal,Advanced,S2,CH-04,453.95,2.116,115.22,1.603,43.31,16.9,0.915,0.988,30.45,0
CHIP-02108,WAFER-02108,LOT-015,B,L1,Day,Normal,Advanced,S2,CH-02,484.23,2.953,133.37,1.769,39.5,19.9,0.9336,0.9649,31.27,1
CHIP-02109,WAFER-02109,LOT-028,A,L1,Night,Normal,Advanced,S2,CH-01,486.11,2.239,120.67,1.467,33.36,10.6,0.938,0.9625,26.23,0
CHIP-02110,WAFER-02110,LOT-020,B,L1,Day,Normal,Advanced,,CH-02,477.1,2.635,128.98,1.55,37.99,24.2,0.933,,29.79,0
CHIP-02111,WAFER-02111,LOT-026,B,L2,Night,Normal,Standard,S2,CH-03,483.54,2.413,112.2,1.499,32.66,21.3,0.9671,0.9711,35.37,0
CHIP-02112,WAFER-02112,LOT-013,B,L2,Day,Normal,Advanced,S1,CH-04,479.75,2.334,108.11,1.601,34.58,15.3,0.8969,0.9783,29.49,0
CHIP-02113,WAFER-02113,LOT-005,B,L3,Day,Normal,Standard,S2,CH-01,484.46,2.649,114.28,1.715,42.69,19.2,0.913,0.964,25.3,0
CHIP-02114,WAFER-02114,LOT-009,B,L2,Night,Normal,Advanced,S1,CH-03,472.63,2.735,124.09,1.506,38.6,11.4,0.961,0.9843,28.19,0
CHIP-02115,WAFER-02115,LOT-002,B,L1,Night,Normal,Premium,,CH-01,445.18,2.567,132.74,1.555,30.88,27.0,0.99,0.9709,32.88,0
CHIP-02116,WAFER-02116,LOT-033,C,L1,Day,Normal,Premium,S1,CH-03,477.74,1.999,124.8,1.598,30.91,21.0,0.9357,0.9764,29.62,0
CHIP-02117,WAFER-02117,LOT-011,A,L1,Night,Normal,Standard,S3,CH-04,494.98,2.572,112.75,1.563,38.26,22.4,0.9503,0.9929,33.33,0
CHIP-02118,WAFER-02118,LOT-013,C,L3,Night,High_Speed,Advanced,S2,CH-03,487.01,2.102,118.85,1.573,35.08,25.0,0.9456,0.9555,25.39,0
CHIP-02119,WAFER-02119,LOT-023,B,L2,Day,Normal,Advanced,S2,CH-02,495.87,2.748,119.15,1.319,50.52,26.5,0.9669,0.9586,28.24,0
CHIP-02120,WAFER-02120,LOT-007,B,L2,Night,High_Speed,Advanced,S3,CH-01,498.41,2.551,106.71,1.702,42.68,18.1,,0.981,28.06,0
CHIP-02121,WAFER-02121,LOT-019,B,L3,Night,High_Speed,Standard,S1,CH-01,488.95,2.461,120.01,1.55,37.39,23.4,0.938,0.9433,28.4,0
CHIP-02122,WAFER-02122,LOT-031,B,L1,Day,High_Speed,Advanced,S2,CH-02,470.73,2.076,124.39,1.471,39.58,24.7,0.9365,0.9806,29.94,0
CHIP-02123,WAFER-02123,LOT-033,C,L2,Day,Normal,Premium,S2,CH-01,474.96,2.463,117.34,1.446,47.96,21.6,0.9292,0.9703,25.7,0
CHIP-02124,WAFER-02124,LOT-002,A,L1,Day,High_Speed,Standard,,CH-01,509.18,2.416,119.4,1.553,37.4,26.6,0.9252,0.9735,25.57,0
CHIP-02125,WAFER-02125,LOT-021,C,L1,Day,Normal,Premium,S1,CH-03,481.48,2.737,132.73,1.58,39.38,15.7,0.9509,0.9706,38.07,0
CHIP-02126,WAFER-02126,LOT-018,C,L2,Night,Normal,Premium,S3,CH-02,450.78,2.407,110.85,1.484,,19.4,0.945,0.994,34.8,0
CHIP-02127,WAFER-02127,LOT-011,A,L2,Night,Normal,Advanced,S1,CH-02,481.19,2.372,133.75,1.587,35.81,16.6,0.9582,0.9711,32.88,0
CHIP-02128,WAFER-02128,LOT-017,A,L3,Day,Normal,Premium,S3,CH-04,478.9,2.645,121.76,1.417,45.51,17.3,0.9488,0.9614,27.62,0
CHIP-02129,WAFER-02129,LOT-024,A,L1,Night,Normal,Advanced,S1,CH-03,489.5,,114.26,1.522,36.96,17.9,0.9323,0.9746,26.71,0
CHIP-02130,WAFER-02130,LOT-013,A,L1,Night,Normal,Standard,S1,CH-01,492.42,2.208,105.88,1.569,40.92,22.4,0.9404,0.9854,26.64,0
CHIP-02131,WAFER-02131,LOT-023,A,L3,Day,Normal,Standard,S1,CH-03,485.71,2.452,120.33,1.719,33.43,12.0,0.9433,0.9657,29.92,0
CHIP-02132,WAFER-02132,LOT-024,A,L3,Day,Normal,Standard,S2,CH-04,470.72,2.214,110.3,1.437,35.0,15.4,0.9344,0.9465,26.78,0
CHIP-02133,WAFER-02133,LOT-034,C,L3,Day,Normal,Standard,S1,CH-04,465.36,2.36,127.24,1.528,46.48,19.4,,0.9839,29.04,0
CHIP-02134,WAFER-02134,LOT-009,B,L2,Night,Normal,Advanced,S1,CH-02,504.58,2.368,122.07,1.74,44.83,29.2,0.9098,0.9913,29.25,0
