wafer_id,etch_chamber_temp_avg,cmp_endpoint_thickness,thermal_anneal_temp_max,etch_endpoint_signal,wafer_edge_exclusion,etch_pressure_peak,cmp_pad_temp,deposition_uniformity_index,deposition_thickness_var,cleaning_dhf_concentration,deposition_rate_mean,implant_dose_total,litho_overlay_y,etch_chamber_temp_std,deposition_gas_flow_avg,litho_overlay_x,metrology_cd_mean,cmp_slurry_flow_rate,implant_beam_current,metrology_cd_uniformity,etch_rf_power_mean,cmp_polish_time,litho_exposure_time,deposition_chamber_pressure,litho_dose_avg,implant_tilt_angle,implant_energy_mean,cmp_pressure_avg,particle_count_post,litho_focus_offset,inspection_result
WH_0181,,20.2618,15.6951,68.1667,505.7811,-5227.0,,0.0387,9.0622,3.1578,0.6518,15.82,6.34615,88.8889,19.5529,6.9274,0.0,2.5383,21.94,0.0236,0.8042,3.5913,0.089,,0.0295,5.9945,1.38,15.88,499.5392,-0.0079,Pass
WH_0182,0.7655,19.2345,14.7857,69.7556,0.0,,6.4283,0.0468,8.5334,4.2779,0.7232,15.95,5.2376,63.6872,18.5667,,0.0,5.7233,8.5,,-0.5204,3.3717,0.104,0.0519,0.0244,7.1479,1.4469999999999998,15.97,96.281,-0.0089,Pass
WH_0183,-2.5027,22.5027,12.6513,70.5667,0.0,-6623.75,8.2733,0.0266,8.1605,4.0988,,15.7,,174.0988,4.6266,5.9122,0.0,7.7901,9.69,0.0198,0.0,2.8357,0.064,0.0638,0.0295,8.5495,,15.71,205.7922,-0.0094,Pass
WH_0184,13.574079108702913,,16.5587,61.5778,814.5455,-5511.75,17.381,0.1146,9.219,3.4974,0.823,15.77,8.8137,61.3699,9.7436,18.0558,0.0,,10.2,0.0463146191746591,0.7569,8.6715,0.241,0.0917,0.0413,5.6836,0.9744,15.83,86.6707,-0.0046509618191423,Fail
WH_0185,0.3036,19.6964,8.3701,68.9444,0.0,,6.8855,0.0307,8.8513,3.4811,0.6834,15.73,6.34615,46.9294,18.305,7.6823,0.0,2.6937,9.79,0.0189,-0.2838,3.5338,0.074,0.0612,0.0295,7.2296,1.347,15.76,691.7492,-0.0136,Pass
WH_0186,-0.2036,20.2036,18.5171,72.3444,0.0,-5619.0,12.0484,0.0484,8.3591,3.8349,0.8220000000000001,15.85,4.9589,44.397,10.3369,8.4632,0.0,1.9224,4.95,0.0233,-1.56,1.959,0.11,0.0969999999999999,0.0227,6.2248,0.9318,15.89,0.0,-0.0117,Pass
WH_0187,2.6827,17.3173,7.4862,70.7667,0.0,-5226.25,9.2035,0.0674,9.0744,4.3407,0.8741,,,32.8558,14.9374,11.4331,0.0,3.2296,6.29,0.0252,0.3784,,0.145,0.0741,0.0295,4.9049,0.9365,15.73,336.3128,-0.0131,Pass
WH_0188,8.9964,11.0036,14.2829,74.9778,398.722,-5339.75,16.6113,0.0792,9.1141,3.0254,0.6676,15.77,4.4113,35.4481,,13.0517,0.0,3.5763,10.59,0.0177,-0.8988,3.5057,0.173,0.065,0.0203,,,15.73,254.3017,-0.0124,Pass
WH_0189,24.26,15.74,15.1992,67.6556,359.5294,-5426.75,14.7234,0.0582,8.5218,,0.8269,15.88,7.1623,125.2396,55.9798,9.1157,,3.1434,5.72,0.015,0.3784,5.5849,0.1169999999999999,0.0498,0.0333,6.0407,0.894,15.91,0.0,-0.0039,Pass
WH_0190,-6.74,26.74,18.3855,69.2444,260.6452,-5415.25,5.0967,0.0661,9.7137,,0.7131,15.67,6.34615,41.543,23.7428,11.4899,0.0,2.2029,,0.0195,0.1419,2.6075,0.15,0.0677,0.0295,6.1771,0.8278,15.61,403.6782,-0.0084,Pass
WH_0191,-2.9718,22.9718,7.2663,71.8444,470.5882,-5424.75,11.2079,0.0439,8.8331,2.516,,15.86,6.34615,21.6008,5.7623,6.7597,0.0,7.1615,4.45,0.0269,,3.2532,0.086,0.0841,0.0295,6.2383,1.087,15.78,140.4922,-0.013,Pass
WH_0192,-0.8436,20.8436,12.1693,66.6111,624.5083,-5489.5,10.9482,0.075,8.597999999999999,4.7372,0.7932,15.83,6.34615,15.8103,8.4502,12.6027,0.0,2.7564,9.84,0.0192,-2.505,4.3716,0.161,0.0768,0.0295,4.9533,1.319,15.73,15.1741,-0.0095,Pass
WH_0193,-3.2509,23.2509,7.983,70.2444,0.0,-6290.25,3.1477,0.0394,,4.0968,0.779,15.79,6.34615,142.6901,23.2462,9.3259,0.0,0.6413,,0.0272,0.0946,2.8507,,,0.0295,4.8207,,15.79,182.2454,-0.0043,Pass
WH_0194,-1.1927,21.1927,7.0225,67.9889,719.4245,-6069.75,39.7545,0.0319,8.7977,4.7269,,,6.34615,55.0265,22.6712,8.686,0.0,2.2787,6.34,0.0473,0.0,2.8616,0.078,0.1587,0.0295,6.4674,0.8467,15.8,50.0994,-0.0047,Pass
WH_0195,2.0909,17.9091,10.3945,67.9444,0.0,-5398.25,8.1508,0.1013,8.8909,6.1468,0.8529,15.79,3.9654,19.5976,17.4122,17.2791,0.0,4.1633,7.1,0.0243,-1.986,2.1619,0.221,0.0861,0.0186,7.487,1.418,15.73,296.1652,-0.0143,Pass
WH_0196,36.95587910870291,15.86,8.6291,67.1444,0.0,-5242.25,16.0046,0.091,9.1757,4.4264,0.6909,15.8,8.1735,,31.7662,15.1561,776.2169,2.7301,,0.0377146191746591,0.4258,4.4698,0.1989999999999999,0.0604,0.0385,5.2159,1.149,15.85,91.8444,,Fail
WH_0197,29.464979108702916,17.239,13.9062,67.5,651.7073,-5748.5,15.9346,0.0279999999999999,8.8132,4.1932,0.8057,15.82,,39.8754,99.9089,5.3219,0.0,1.8788,,0.0375146191746591,0.7569,2.7114,0.068,0.066,0.0295,5.2334,1.002,15.9,188.0126,-0.0035509618191423,Fail
WH_0198,0.56,19.44,11.7804,72.6222,0.0,-5646.5,1.8241,0.0711,8.5801,4.0163,0.7447,15.77,6.34615,56.4516,14.9896,12.8081,0.0,1.5035,7.92,0.0263,-0.3784,5.8279,0.165,0.1003,0.0295,5.029,1.144,15.74,254.5763,-0.0124,Pass
WH_0199,15.4555,,9.3412,67.9667,0.0,-6153.5,32.4043,0.0978,8.5155,2.5608,0.823,15.77,9.5943,52.4345,5.483,17.3606,0.0,2.6707,23.54,0.0143,0.7569,6.937,0.221,0.0534,0.0447,5.8376,0.9744,15.83,293.0514,-0.0067,Pass
WH_0200,-0.81,20.81,5.7776,69.4222,0.0,-6310.25,4.6115,0.0572,8.6439,4.5295,0.6852,15.71,2.9891,253.7931,26.7811,,0.0,3.7932,,0.0294,-0.6623,5.1548,0.139,0.1139,0.0138,6.3528,1.182,15.74,103.8355,0.0018,Pass
WH_0201,-2.4818,22.4818,10.2613,72.0111,0.0,-5719.0,4.3364,0.0456,8.2914,3.2466,0.6778,15.95,,49.2476,18.1446,8.6837,0.0,4.9141,4.96,0.0202,0.5204,,0.111,0.0615,0.0295,5.1999,1.144,16.01,79.257,-0.0091,Pass
WH_0202,0.34,19.66,9.6287,68.7333,747.4048,,22.9874,0.0486,8.8043,3.7421,0.7527,15.96,3.3066,54.6154,19.5254,8.9372,0.0,1.2142,10.32,,,3.6314,0.115,0.0483,0.0153,5.2238,0.9554,15.95,,-0.013,Pass
WH_0203,18.7173,21.2827,14.6505,65.5444,0.0,-6915.0,26.4208,0.0647,8.5788,3.827,0.6469,15.81,28.1683,64.0,25.7718,13.7619,0.0,5.7132,10.26,0.0179,-0.2838,3.2486,0.1369999999999999,0.0519,0.1308,5.5977,,15.84,135.9014,-0.0087,Pass
WH_0204,13.8118,26.1882,9.1948,63.9778,0.0,-2597.0,210.8972,0.5067,8.7588,2.5756,0.8434,15.74,35.3366,218.1818,215.9742,205.0171,,,6.67,0.0501,0.0473,201.7957,0.899,0.1613,0.1661,4.3153,0.9034,15.73,20.8256,-0.0033,Pass
WH_0205,4.7545,15.2455,17.3773,72.0778,0.0,-5592.25,,0.0267,8.9605,1.8214,0.6289,,6.34615,39.4521,8.8044,4.1346,0.0,2.3033,9.56,0.0254,-0.8988,5.784,0.055,0.0932,0.0295,7.6244,1.182,15.56,,-0.0091,Pass
WH_0206,2.8464,17.1536,14.3775,,764.2857,-5625.75,12.6028,0.0359,8.9036,,0.8414,15.82,6.34615,55.6818,14.304,6.5357,0.0,2.8477,10.22,0.0303,-2.647,5.8957,0.084,0.1045,0.0295,9.2524,1.361,15.77,,-0.0088,Pass
WH_0207,,18.9973,8.0994,72.2333,705.0847,-5477.0,7.1572,0.0175,8.9132,4.3317,0.8253,15.76,6.34615,38.9189,3.9883,2.5787,0.0,4.3187,10.4,0.0411146191746591,0.0,5.5923,0.034,0.0706,,4.6087,0.9838,15.7,42.4081,-0.0094509618191423,Fail
WH_0208,7.0273,12.9727,7.4616,70.3,0.0,-5515.5,9.99,0.0468,8.8624,3.5535,0.8536,15.9,3.6417,,14.241,8.7198,0.0,3.4976,5.34,0.0224,0.0,4.0914,0.11,0.0767,0.0168,,0.9129,,310.5155,-0.011,Pass
WH_0209,0.7636,19.2364,8.4387,67.5556,,-5476.5,15.6304,0.0277,9.0425,3.401,0.8201,15.86,6.34615,35.3846,10.6145,4.5995,0.0,2.4199,6.85,0.0217,,2.4494,0.059,0.0695,0.0295,5.8226,0.9649,15.91,579.9197,-0.013,Pass
WH_0210,0.7482,19.2518,6.5803,74.0111,913.2251,-5370.0,5.3631,0.0974,8.2395,3.1043,0.6879,15.72,4.322,37.3464,21.2954,17.6191,,2.9413,9.79,0.022,-1.135,6.6281,0.2319999999999999,0.0862,0.0199,5.1075,,15.73,0.0,-0.0102,Pass
WH_0211,1.17,,10.1483,66.1778,202.4281,-5545.75,10.9814,0.059,8.8132,6.1145,0.8318,15.86,31.7587,45.5516,,9.7785,0.0,1.927,6.39,0.0234,-0.4731,4.4645,0.128,0.0904,0.1454,6.3433,0.9176,15.88,0.0,-0.0069999999999999,Pass
WH_0212,2.6227,17.3773,7.3278,,736.7946,-5984.0,10.6451,0.0697,8.897,4.7072,0.5793,15.72,6.34615,38.5542,16.4734,11.9203,0.0,3.8797,6.63,0.0294,-3.449,5.141,0.151,0.0899,0.0295,6.7165,2.211,15.72,144.9193,-0.0104,Pass
WH_0213,2.4845,17.5155,8.4763,72.2667,0.0,-5335.0,18.0131,0.0647,8.8548,4.2173,0.8391,15.92,3.7694,27.2646,22.9104,10.7268,0.0,0.9541,,0.013,-1.135,4.4701,0.138,0.0536,0.0175,5.2121,0.9649,,449.3506,-0.0139,Pass
WH_0214,-3.4191,23.4191,12.8924,72.8556,0.0,-5412.75,18.5488,0.0323,,4.0763,0.7131,15.67,6.34615,52.7009,6.4785,5.6883,0.0,1.3861,5.93,0.0281,0.1419,3.9449,0.075,0.0917,0.0295,,0.8278,15.61,121.4421,-0.0095,Pass
WH_0215,,24.9018,14.6272,70.0222,549.9009,-5767.25,17.8595,0.0361,8.7401,4.0135,0.555,15.8,4.0433,28.2139,19.5526,6.4478,0.0,2.8627,6.06,0.019,0.0473,1.9769,0.0819999999999999,0.0677,0.0185,5.3963,1.853,15.82,792.2581,-0.011,Pass
WH_0216,-0.6609,20.6609,9.2836,68.1111,861.0568,-5508.5,30.0989,0.0643,8.7812,2.8194,0.7833,15.79,2.5752,43.6236,18.4785,11.9175,0.0,,,0.0138,-0.615,6.115,0.156,0.0547,0.0118,6.5332,0.9507,15.8,78.0347,-0.0142,Pass
WH_0217,1.7018,18.2982,12.4703,68.8444,0.0,-5078.75,12.8181,0.0505,8.6472,3.3355,0.7644,,5.079,82.2346,9.0927,8.3608,0.0,2.1019,,0.0211,-2.458,9.9938,0.108,0.071,0.0233,5.3665,1.083,15.6,224.2638,,Pass
WH_0218,4.7382,26.6443,12.1674,70.4333,0.0,-5403.5,,0.0751,8.9541,4.8807,0.8307,15.76,,53.4759,,12.4098,0.0,4.6315,111.43,0.0188,0.6623,3.4075,0.159,0.0706,0.0295,,0.7474,15.76,0.0,-0.0094,Pass
WH_0219,-1.9682,21.9682,9.1727,66.9889,230.6306,-5442.75,13.6879,0.0386,8.5334,,0.7611,15.9,11.1303,52.2003,12.5302,5.6556,0.0,4.2113,15.54,,0.4258,4.0913,0.073,0.068,0.0516,7.4635,0.9838,15.95,49.6205,-0.0082,Pass
WH_0220,21.1082,18.8918,,66.4,701.5773,-6266.25,10.5805,0.0531,8.6211,5.5481,0.7931,15.72,12.0817,47.9401,24.5947,13.23,0.0,,8.64,0.0619,0.0,4.3582,0.128,0.2517,0.0562,6.6207,1.12,15.73,277.1574,-0.01,Pass
WH_0221,9.8418,30.1582,6.8781,67.6333,0.0,-5501.0,11.0525,0.0445,8.3754,4.211,0.83,15.74,4.0831,68.046,,,,1.5931,7.24,0.0411,0.7569,3.6679,0.083,0.151,0.0193,4.8314,0.9744,15.73,80.2464,-0.0054,Pass
WH_0222,4.5918,15.4082,8.2511,70.1556,509.2732,-5753.5,28.9041,0.079,9.0145,5.5349,0.7217,15.79,6.34615,73.4247,114.0262,,0.0,3.0187,5.41,,-0.4258,2.7685,0.188,0.0954,,5.7703,1.475,15.8,101.4853,-0.0091,Pass
WH_0223,2.8745,17.1255,19.0143,67.9333,929.5492,-5305.5,14.3059,,,1.5394,0.7025,15.81,4.0675,31.9645,10.1621,6.3396,,1.8663,14.43,0.0257,0.7569,5.0497,0.084,0.1033,0.0188,5.1169,1.116,15.85,98.9661,-0.0113,Pass
WH_0224,3.1845,16.8155,8.5191,69.1444,668.2927,-6448.25,7.2888,0.0492,8.5779,4.4707,0.7713,15.91,3.6784,35.518,27.6341,10.9164,0.0,2.6999,7.98,0.0182,1.939,4.8897,0.109,0.0671,0.0169,7.1628,0.9791,15.93,82.8725,-0.0118,Pass
WH_0225,,21.2955,14.727,70.8778,841.0256,-5312.75,13.2135,0.0767,8.8215,3.7099,0.7202,15.88,6.34615,54.8223,12.3213,13.5319,0.0,3.0902,11.98,,,3.6748,0.184,0.1146,0.0295,8.243,1.338,15.84,,-0.0099,Pass
WH_0226,-5.3355,25.3355,15.0584,70.2,522.9111,-5448.0,5.837000000000001,0.0566,8.536,3.867,0.6586,15.77,12.6974,74.3935,110.4842,9.3385,0.0,4.0484,8.2,0.0347,-0.0473,,0.12,0.1459,0.0596,4.4363,1.239,15.75,61.2977,-0.0093,Pass
WH_0227,3.8664,16.1336,9.4769,73.0222,201.7774,-6426.5,6.5821,0.0613,8.6829,5.0857,0.7025,15.81,5.3916,,26.3424,13.7828,0.0,3.3361,15.06,0.0325,0.7569,4.4267,0.138,0.1094,0.0251,5.0435,1.116,15.85,111.3337,-0.0105,Pass
WH_0228,0.79,19.21,,63.0333,0.0,-5613.0,,0.0326,9.1287,6.0704,0.8391,15.92,12.8858,17.0758,10.2904,5.7982,0.0,,7.27,0.0168,-1.135,2.8039,0.075,0.0669,0.0597,4.423,0.9649,15.9,0.0,-0.0117,Pass
WH_0229,27.7155,12.2845,,62.9667,0.0,-5147.25,24.6734,,9.094,6.2304,0.7859999999999999,15.7,42.0901,27.8607,19.4195,8.2673,0.0,1.1212,,,0.7569,5.0933,0.107,0.1298,0.1989999999999999,4.2139,0.894,15.68,78.9086,-0.0075,Pass
WH_0230,4.06,15.94,14.7907,68.6556,0.0,-6252.75,4.7819,0.0589,8.9546,5.1336,0.6887,15.74,5.4279,73.5751,22.939,13.208,0.0,3.6476,9.78,0.0166,-0.0473,3.4573,0.13,0.0617,0.0253,5.0865,1.078,15.75,25.4582,-0.0097,Pass
WH_0231,15.81,24.19,11.31,67.9556,934.104,-5471.25,4.4414,0.077,8.6527,3.3248,0.8244,15.87,4.0554,66.6667,14.6072,12.9662,0.0,1.5173,8.93,0.0368,-0.9461,3.5394,0.166,0.1227,0.0189,5.2089,1.3430000000000002,15.88,143.9485,-0.0102,Pass
WH_0232,5.9155,14.0845,7.3515,74.2667,0.0,-5344.25,36.0949,0.0682,8.2832,3.2309,0.8106,15.88,6.34615,35.6998,,,0.0,2.968,8.09,0.0317,-0.1419,5.6616,0.156,0.1069,0.0295,6.0134,0.9838,,236.6577,-0.0123,Pass
WH_0233,18.6045,21.3955,5.0269,65.8222,0.0,,14.5761,0.0267,8.6013,2.9636,0.799,15.75,5.111000000000001,73.6196,12.8939,4.5224,0.0,2.4208,30.92,,0.0,4.0734,0.0579999999999999,0.0649,0.024,5.3069,1.04,15.73,0.0,-0.0061,Pass
WH_0234,-1.6109,21.6109,,,615.0852,,,0.0498,8.4537,4.4026,0.8568,15.74,10.3001,62.4319,9.9232,9.0197,0.0,2.113,8.56,0.0178,-1.939,6.2759,0.118,0.0568,0.0485,5.6492,0.9649,15.69,178.8269,-0.0069,Pass
WH_0235,-3.8691,23.8691,14.6531,73.1333,0.0,-6496.75,2.1703,0.0272,8.9607,6.1868,0.7348,,,46.5544,2.3014,5.9647,0.0,7.9434,7.45,0.0313,,,0.065,0.1118,0.0295,9.0982,1.366,15.74,235.6863,-0.0082,Pass
WH_0236,1.7036,18.2964,9.7098,75.8889,0.0,-5483.0,,0.0798,9.088,5.77,0.7612,15.79,,44.2037,16.7909,12.547,0.0,1.3434,6.7,0.0267,0.0,7.8119,0.1669999999999999,0.1061,0.0295,5.3636,1.229,15.86,246.0111,-0.0115,Pass
WH_0237,1.2673,18.7327,10.6343,68.6556,151.9769,-6374.75,6.5414,0.0504,9.3335,3.2705,0.8258,,6.0360000000000005,37.0221,21.2647,12.2843,0.0,2.3149,,0.0281,-0.8042,5.486000000000001,,0.104,0.0282,4.8083,1.078,15.85,265.5923,-0.0062,Pass
WH_0238,0.5755,19.4245,11.2794,,0.0,-6736.0,28.9192,0.0666,9.7836,4.0307,0.6764,15.84,4.2207,31.8408,20.5357,,0.0,6.1426,12.12,0.0176,-0.1419,5.0807,0.15,0.0591,0.0195,6.1628,1.163,15.9,397.861,-0.0126,Pass
WH_0239,26.88317910870291,25.9327,9.577,,0.0,-6124.75,35.8872,0.0421,8.5952,3.0393,0.7931,15.72,36.9386,23.2288,10.574000000000002,7.1767,0.0,3.6974,9.07,0.0613146191746591,0.0,4.7785,0.091,0.1735,0.1727,8.3024,1.12,15.73,129.0411,-0.0063509618191423,Fail
WH_0240,14.337679108702911,18.4782,7.3423,74.6889,987.8261,-5536.5,5.6353,0.0634,8.6074,7.2883,0.8216,15.78,6.34615,,44.5725,11.8547,0.0,4.2637,6.44,0.0471146191746591,0.0473,8.7034,0.155,0.1048,,5.8638,1.144,15.78,290.8163,-0.0057509618191423,Fail
WH_0241,-1.6436,,8.1987,73.7,0.0,-5539.5,,0.0489,8.2823,,0.7639,15.67,6.34615,47.36,22.1383,7.8761,0.0,4.85,10.41,0.0202,0.0473,6.75,0.103,0.0712,0.0295,,1.031,15.72,127.3786,-0.0078,Pass
WH_0242,13.884979108702913,18.9309,7.6009,75.2333,263.8655,-5645.0,15.1816,0.0778,8.9833,5.8226,0.7492,16.02,7.8392,84.3982,13.0575,12.6027,0.0,3.9093,6.62,0.0355146191746591,-0.5204,1.4549,0.161,0.0681,0.0363,4.8521,1.154,16.08,617.5,-0.0039509618191423,Fail
WH_0243,0.9091,19.0909,9.0384,,794.2857,,5.1432,0.0408,8.4092,,0.5438,15.65,6.34615,,14.9064,10.1977,,4.2010000000000005,5.21,0.025,,3.5272,,0.1046,,6.3665,1.182,15.69,,,Pass
WH_0244,,34.1909,6.9292,,676.9231,,,,8.7879,4.607,0.6955,15.82,6.5334,,,,0.0,,6.5,,-0.0946,,,0.1221,0.0305,5.3249,1.569,15.85,136.9894,-0.0041509618191423,Fail
WH_0245,3.9673,16.0327,,66.0333,0.0,-6411.0,1.9186,0.0305,9.0811,4.746,0.5833,15.74,3.6926,66.881,9.3316,7.2727,0.0,4.1677,8.13,0.0171,-3.732,1.9752,0.073,0.0605,0.017,5.5414,2.022,15.7,424.0506,-0.0117,Pass
WH_0246,20.7055,19.2945,18.793,68.5667,0.0,-6834.5,26.732,0.0514,9.1757,2.9596,,15.82,7.4508,39.0746,11.9874,12.0145,0.0,2.4697,11.28,0.0298,-0.4258,5.0125,0.1159999999999999,0.1038,0.0345,7.2747,1.1909999999999998,15.9,147.3571,-0.0097,Pass
WH_0247,-4.6109,,21.252,66.0222,,-6521.5,2.9901,0.02,9.0811,4.1685,0.5952,15.84,9.1492,,7.5556,4.44,,3.3982,9.24,0.0188,-0.8988,1.506,0.044,0.0623,0.0427,4.7402,1.824,,238.2979,-0.0142,Pass
WH_0248,-0.4109,,15.8144,70.2222,0.0,-5492.75,,0.0495,,3.9661,0.6676,15.77,,63.0137,13.1786,,0.0,2.9384,8.24,0.0183,-0.8988,7.7621,0.1009999999999999,0.065,0.0295,6.1033,1.2009999999999998,,161.0984,-0.0109,Pass
WH_0249,-6.9155,26.9155,8.1765,68.0333,664.8794,,9.6583,0.0629,9.7997,3.5066,0.7839,15.98,,48.0962,23.6455,11.4044,0.0,2.7947,3.24,0.0131,-0.615,5.7107,0.148,0.0488,0.0295,5.45,0.9365,16.01,252.7066,-0.0062,Pass
WH_0250,-11.2309,,,62.5111,496.3696,-5076.25,14.5383,0.045,9.2171,3.4925,0.823,15.77,30.495,87.2093,108.1197,7.3346,0.0,5.3936,10.01,0.0267,0.7569,5.3427,0.0969999999999999,0.0898,0.1418,5.2961,0.9744,15.83,113.8707,-0.0086,Pass
WH_0251,2.8182,,12.1496,69.9333,0.0,-6335.25,6.6454,0.0359,8.5297,,0.7717,15.87,10.241,53.265,,8.1192,0.0,,9.35,0.0244,0.0,3.7571,0.079,0.0887,0.0482,6.7766,,15.91,87.9562,-0.0098,Pass
WH_0252,-2.91,22.91,11.2321,67.2,989.7436,-5259.25,8.2141,0.1096,,6.3482,0.6957,,6.34615,24.5788,20.4697,19.6918,0.0,2.3179,3.99,0.0244,0.0,3.6451,0.262,0.0878,,7.3243,1.5930000000000002,15.86,272.1649,-0.0126,Pass
WH_0253,2.3091,17.6909,11.1556,72.0556,0.0,-6475.5,9.9297,0.0352,8.1605,6.2114,0.6567,15.71,6.34615,32.287,6.5326,7.8905,0.0,4.3954,7.42,0.0276,0.0,4.2701,0.085,,0.0295,6.3138,1.465,15.73,307.8788,-0.0111,Pass
WH_0254,21.865879108702917,30.95,17.4059,68.1222,0.0,,10.8874,0.0574,8.7495,1.7413,0.7332,15.81,29.547,74.7826,28.4629,10.5424,0.0,2.8564,9.21,0.0383146191746591,0.0,5.2835,0.138,0.0672,0.1343,4.4627,1.21,15.78,117.1958,-0.0012509618191423,Fail
WH_0255,-0.3518,20.3518,8.5602,68.0333,426.3959,-6295.0,7.7045,0.0601,9.7836,4.3709,0.8162,15.96,4.8135,61.4458,25.1758,14.8676,0.0,4.586,6.71,0.0218,0.0473,5.0185,0.146,0.0781,0.0223,6.4137,0.9602,15.97,436.2292,-0.0083,Pass
WH_0256,0.2336,19.7664,14.7156,67.4889,0.0,-5329.75,21.5395,0.0558,8.6968,4.1273,0.7048,,6.34615,37.2816,26.2556,9.3163,0.0,2.6748,9.63,0.027,0.0,,0.124,0.0822,0.0295,6.9544,1.276,15.71,181.3893,-0.0129,Pass
WH_0257,1.8609,18.1391,11.4353,74.6556,0.0,,15.5253,0.1198,8.8097,2.7699,0.821,15.78,4.7375,61.8725,28.29,20.1799,0.0,4.1862,3.85,0.0197,,5.4115,0.258,0.0639,0.0219,4.9588,0.7048,15.75,103.2823,-0.0092,Pass
WH_0258,,19.7182,13.125,70.7778,777.5439,-5046.25,21.1246,0.0434,8.6427,1.5373,0.7101,15.95,5.4249,34.8837,8.2194,7.4074,0.0,1.5074,11.5,0.0283,-0.6623,,0.094,0.0958,0.025,6.0756,1.314,,142.835,-0.0129,Pass
WH_0259,3.5945,16.4055,10.4854,70.1667,0.0,-5578.75,16.1864,0.0793,9.131,3.5474,0.7402,15.86,9.3009,32.6316,24.0535,13.8656,,3.0091,9.1,,-0.8988,5.3968,0.178,0.0969,0.043,5.966,1.239,15.79,484.9421,-0.0095,Pass
WH_0260,10.0236,29.9764,27.0751,66.7,0.0,-5500.0,11.0545,0.027,8.5155,2.639,0.7138,15.72,15.9645,60.1626,10.8422,4.5767,0.0,1.7344,11.65,0.0289,-0.1892,4.9025,0.06,0.0996,0.0752,5.3995,1.168,15.72,82.4773,-0.0062,Pass
WH_0261,27.56587910870291,25.25,15.6441,68.2333,0.0,-6390.0,9.2019,0.0571,8.531,2.8045,0.758,15.84,9.3158,105.4264,24.1933,13.8141,0.0,3.4745,15.69,0.0488146191746591,-0.2838,4.6099,0.136,,0.0438,6.106,1.092,15.82,52.7905,-0.0036509618191423,Fail
WH_0262,4.6964,15.3036,12.9516,72.8556,494.2408,-5338.75,15.8089,0.0835,8.1728,3.7725,0.5768,15.69,6.34615,44.0831,,13.4992,0.0,4.5425,,,0.0,4.1688,0.179,,0.0295,6.1135,1.541,15.67,,,Pass
WH_0263,0.1518,19.8482,14.1347,67.1778,0.0,-5064.0,43.0095,0.0523,9.5713,,0.7463,,6.9012,47.5524,23.5338,8.6891,0.0,1.7278,4.32,0.0239,-0.3784,2.7555,0.1159999999999999,0.0836,0.0323,8.5149,1.267,15.92,67.9352,-0.0107,Pass
WH_0264,23.8745,16.1255,12.2882,62.9889,0.0,-5478.25,10.9889,0.0532,,6.99,0.6956,,18.6115,110.5691,10.5596,8.7215,,3.8452,8.2,0.0219,0.6623,4.8371,0.11,0.079,0.0853,5.2167,0.9176,15.8,184.8447,-0.0046,Pass
WH_0265,-2.5345,22.5345,15.7079,69.5111,0.0,-5573.0,16.3646,0.0571,8.5862,3.8857,0.8405,15.79,6.34615,47.7495,19.1247,10.2916,0.0,0.7031,4.24,0.0163,-2.08,5.352,0.135,0.0636,0.0295,5.0342,1.361,15.71,145.3318,-0.0128,Pass
WH_0266,11.39587910870291,21.42,15.9451,,717.6955,-4970.75,61.198,0.0431,9.2281,2.5783,0.7021,15.85,6.34615,400.0,13.4082,7.7484,0.0,3.1692,10.79,0.0309146191746591,0.0,5.0094,0.1009999999999999,0.038,0.0295,,1.097,15.88,0.0,0.0031490381808576,Fail
WH_0267,28.6355,,10.3662,67.5222,,-6518.25,8.085,0.0399,8.6667,2.9284,0.7489,15.83,13.758,68.2464,19.359,9.6658,0.0,2.4697,3.96,0.0188,-0.4731,4.165,0.094,0.0809,0.0649,5.2164,1.05,15.83,253.4712,-0.0053,Pass
WH_0268,17.43677910870291,15.3791,9.5135,71.3222,0.0,-5714.25,18.3576,0.0419,8.5801,3.533,0.6847,,8.4933,49.5289,18.5739,6.2298,0.0,2.9153,9.11,0.0376146191746591,-0.1419,7.7076,0.0819999999999999,0.0616,0.0394,5.9229,1.239,15.54,160.6275,-0.0048509618191423,Fail
WH_0269,18.0545,21.9455,13.9598,69.7889,536.2046,-4992.0,,0.0603,8.6829,2.9299,0.7025,15.84,9.0982,439.2157,99.2163,11.1596,0.0,,9.89,0.0134,-0.5677,6.6533,0.147,0.0503,0.0435,5.2245,1.172,15.9,306.6298,,Pass
WH_0270,7.0709,12.9291,11.85,70.6444,,-6626.5,6.0364,0.0484,8.7851,4.2481,0.6786,15.94,11.113,34.709,22.3613,11.0769,,1.4147,8.37,0.0205,,3.4639,0.108,0.0678,0.0515,5.4252,1.418,15.99,109.4629,-0.0118,Pass
WH_0271,19.38037910870291,13.4355,33.6499,72.4889,248.474,,16.4983,0.0476,8.9475,2.2271,0.7965,,5.8767,80.6366,13.7984,8.3981,0.0,1.9705,3.1,0.0418146191746591,-0.4258,4.6712,0.108,0.0776,0.0275,4.4655,0.9318,15.89,139.1509,-0.0002509618191423,Fail
WH_0272,,15.08,8.5575,67.1778,0.0,-5677.75,6.8689,,9.7324,4.3777,0.7717,15.87,5.9227,35.9955,20.9059,13.8224,0.0,2.6472,11.57,0.019,0.0,,0.179,0.0698,0.0272,5.4468,1.541,15.91,100.3243,-0.0111,Pass
